sgRNAID	MFE
mglCb2148RBS30CDS20_9	-3.7
mglCb2148RBS30CDS20_24	0.0
cohEb1145RBS30CDS20_1	0.0
yjcFb4066RBS30CDS20_44	0.0
lsrBb1516RBS30CDS20_7	-0.2
lsrBb1516RBS30CDS20_8	-0.3
cstAb0598RBS30CDS20_44	0.0
ydiSb1699RBS30CDS20_37	-0.7
cynTb0339RBS30CDS20_8	0.0
cynTb0339RBS30CDS20_31	0.0
ybhDb0768RBS30CDS20_13	0.0
ybhDb0768RBS30CDS20_20	0.0
fbaBb2097RBS30CDS20_4	0.0
cmkb0910RBS30CDS20_11	0.0
cmkb0910RBS30CDS20_37	0.0
ybjGb0841RBS30CDS20_3	0.0
ybjGb0841RBS30CDS20_37	0.0
yhjCb3521RBS30CDS20_34	0.0
atpHb3735RBS30CDS20_25	-0.3
atpHb3735RBS30CDS20_26	-0.3
ydfDb1576RBS30CDS20_14	0.0
psiFb0384RBS30CDS20_26	0.0
ilvXb4669RBS30CDS20_3	0.0
ilvXb4669RBS30CDS20_17	0.0
sulAb0958RBS30CDS20_44	0.0
mnmGb3741RBS30CDS20_43	-0.7
flgKb1082RBS30CDS20_26	0.0
damXb3388RBS30CDS20_12	0.0
damXb3388RBS30CDS20_34	-2.2
ydhLb1648RBS30CDS20_26	0.0
ungb2580RBS30CDS20_34	-4.8
viaAb3745RBS30CDS20_19	-3.2
viaAb3745RBS30CDS20_43	-2.8
waaYb3625RBS30CDS20_4	0.0
ycbCb0920RBS30CDS20_22	-1.0
ycbCb0920RBS30CDS20_30	-3.1
yadEb0130RBS30CDS20_14	0.0
yadEb0130RBS30CDS20_15	0.0
yahEb0319RBS30CDS20_16	0.0
yahEb0319RBS30CDS20_36	-4.2
gshAb2688RBS30CDS20_25	0.0
gshAb2688RBS30CDS20_40	-2.5
rluDb2594RBS30CDS20_2	0.0
rluDb2594RBS30CDS20_4	0.0
yfeYb2432RBS30CDS20_17	-0.5
mraZb0081RBS30CDS20_39	0.0
mraZb0081RBS30CDS20_41	-1.0
rarDb3819RBS30CDS20_8	-0.6
rarDb3819RBS30CDS20_34	0.0
pdxAb0052RBS30CDS20_6	0.0
pdxAb0052RBS30CDS20_34	0.0
gloBb0212RBS30CDS20_7	-0.5
gloBb0212RBS30CDS20_24	0.0
yeaWb1802RBS30CDS20_3	-2.2
yeaWb1802RBS30CDS20_10	-2.3
nlpDb2742RBS30CDS20_40	-1.2
nlpDb2742RBS30CDS20_41	0.0
yibLb3602RBS30CDS20_24	0.0
uhpTb3666RBS30CDS20_37	-0.9
ydcIb1422RBS30CDS20_8	0.0
ydcIb1422RBS30CDS20_34	0.0
tarb1886RBS30CDS20_24	-1.9
nhoAb1463RBS30CDS20_12	-0.8
recDb2819RBS30CDS20_6	-2.8
recDb2819RBS30CDS20_16	0.0
ycaIb0913RBS30CDS20_11	0.0
ycaIb0913RBS30CDS20_26	-1.3
yiaNb3578RBS30CDS20_34	-1.1
yfdNb2357RBS30CDS20_28	-3.9
rhaRb3906RBS30CDS20_31	-3.4
rhaRb3906RBS30CDS20_34	-4.0
pgmb0688RBS30CDS20_34	0.0
livJb3460RBS30CDS20_8	-2.3
livJb3460RBS30CDS20_30	-2.6
dtpCb4130RBS30CDS20_5	-0.1
dtpCb4130RBS30CDS20_6	-3.3
ycaDb0898RBS30CDS20_14	-0.5
mmuMb0261RBS30CDS20_3	-0.7
mmuMb0261RBS30CDS20_5	-0.7
frwAb3947RBS30CDS20_17	-4.2
frwAb3947RBS30CDS20_46	-4.3
fetBb0491RBS30CDS20_7	-3.4
ycjUb1317RBS30CDS20_6	-0.9
ycjUb1317RBS30CDS20_44	-1.1
ffhb2610RBS30CDS20_15	0.0
pdxYb1636RBS30CDS20_8	0.0
pdxYb1636RBS30CDS20_10	0.0
treCb4239RBS30CDS20_5	-1.3
treCb4239RBS30CDS20_7	-2.5
tktBb2465RBS30CDS20_1	-1.1
tktBb2465RBS30CDS20_17	-1.2
glySb3559RBS30CDS20_25	0.0
glySb3559RBS30CDS20_28	0.0
setBb2170RBS30CDS20_9	-1.8
setBb2170RBS30CDS20_15	0.0
yadCb0135RBS30CDS20_1	-1.7
ppxb2502RBS30CDS20_18	0.0
hldEb3052RBS30CDS20_29	-2.4
ugpAb3452RBS30CDS20_5	-0.7
ymfEb1138RBS30CDS20_14	0.0
ymfEb1138RBS30CDS20_31	0.0
yjjPb4364RBS30CDS20_24	-0.7
nikDb3479RBS30CDS20_2	-1.4
ybiVb0822RBS30CDS20_17	-3.8
fliCb1923RBS30CDS20_34	0.0
yacHb0117RBS30CDS20_3	-0.2
etpb0982RBS30CDS20_1	0.0
etpb0982RBS30CDS20_34	0.0
ecpAb0293RBS30CDS20_4	0.0
arnEb4544RBS30CDS20_26	0.0
arnEb4544RBS30CDS20_39	-0.8
rluEb1135RBS30CDS20_36	-1.8
nadAb0750RBS30CDS20_26	0.0
yfbRb2291RBS30CDS20_1	-1.5
yfbRb2291RBS30CDS20_25	-3.7
ypeBb4546RBS30CDS20_34	-1.4
motAb1890RBS30CDS20_47	-0.7
yceDb1088RBS30CDS20_40	-1.3
cpdAb3032RBS30CDS20_34	0.0
gltIb0655RBS30CDS20_28	0.0
yibFb3592RBS30CDS20_11	-1.9
yibFb3592RBS30CDS20_44	0.0
gcvTb2905RBS30CDS20_9	-0.7
gcvTb2905RBS30CDS20_25	-0.2
trmDb2607RBS30CDS20_2	-1.8
pfob1378RBS30CDS20_1	-1.0
pfob1378RBS30CDS20_2	-1.0
adiAb4117RBS30CDS20_17	0.0
argIb4254RBS30CDS20_25	-5.3
argIb4254RBS30CDS20_39	-2.2
ihfAb1712RBS30CDS20_5	0.0
ihfAb1712RBS30CDS20_34	-2.5
macBb0879RBS30CDS20_17	-1.4
paaDb1391RBS30CDS20_28	0.0
paaDb1391RBS30CDS20_29	0.0
ybdOb0603RBS30CDS20_19	0.0
ybdOb0603RBS30CDS20_34	0.0
yebFb1847RBS30CDS20_3	0.0
yebFb1847RBS30CDS20_46	0.0
lpxHb0524RBS30CDS20_15	-0.6
lpxHb0524RBS30CDS20_34	-0.6
ydcXb1445RBS30CDS20_24	-0.6
ydcXb1445RBS30CDS20_25	-1.1
yiaFb3554RBS30CDS20_34	0.0
yghUb2989RBS30CDS20_10	0.0
ybgDb0719RBS30CDS20_2	-3.5
ybgDb0719RBS30CDS20_14	0.0
ficb3361RBS30CDS20_8	0.0
ficb3361RBS30CDS20_47	-0.6
ligAb2411RBS30CDS20_34	-2.9
hokCb4412RBS30CDS20_6	0.0
hokCb4412RBS30CDS20_46	-1.0
smpBb2620RBS30CDS20_12	-0.5
ydcZb1447RBS30CDS20_17	-0.4
topBb1763RBS30CDS20_7	0.0
topBb1763RBS30CDS20_36	0.0
modCb0765RBS30CDS20_7	-1.4
aroCb2329RBS30CDS20_34	-1.1
dhaMb1198RBS30CDS20_28	-0.2
dhaMb1198RBS30CDS20_43	-1.5
yohPb4679RBS30CDS20_48	0.0
murQb2428RBS30CDS20_25	0.0
galPb2943RBS30CDS20_14	-3.9
galPb2943RBS30CDS20_26	-0.6
yqeKb2849RBS30CDS20_24	-0.8
yqeKb2849RBS30CDS20_34	0.0
holEb1842RBS30CDS20_7	0.0
holEb1842RBS30CDS20_46	0.0
damb3387RBS30CDS20_3	0.0
yffQb2448RBS30CDS20_25	0.0
wcaHb2051RBS30CDS20_24	0.0
wcaHb2051RBS30CDS20_25	-1.1
uraAb2497RBS30CDS20_1	0.0
secEb3981RBS30CDS20_27	-0.9
ftsEb3463RBS30CDS20_15	0.0
nfib3998RBS30CDS20_15	0.0
nfib3998RBS30CDS20_34	-3.3
yegPb2080RBS30CDS20_38	-0.4
yegPb2080RBS30CDS20_42	-3.0
yijFb3944RBS30CDS20_46	0.0
ecpRb0294RBS30CDS20_3	0.0
yqeFb2844RBS30CDS20_25	-6.3
dcuRb4124RBS30CDS20_5	-1.3
dcuRb4124RBS30CDS20_6	-1.3
sgcAb4302RBS30CDS20_4	-0.1
sgcAb4302RBS30CDS20_30	-1.3
citBb0620RBS30CDS20_15	0.0
yafJb0223RBS30CDS20_10	-1.6
yafJb0223RBS30CDS20_47	-0.4
ybaBb0471RBS30CDS20_38	0.0
ybaBb0471RBS30CDS20_44	-2.1
ispDb2747RBS30CDS20_19	-1.6
ftsNb3933RBS30CDS20_34	0.0
hslVb3932RBS30CDS20_16	-2.0
hemEb3997RBS30CDS20_3	-0.5
sdhDb0722RBS30CDS20_25	-1.3
sdhDb0722RBS30CDS20_34	-2.0
ycjPb1312RBS30CDS20_26	-0.2
lepBb2568RBS30CDS20_29	0.0
yehEb2112RBS30CDS20_7	0.0
yehEb2112RBS30CDS20_45	0.0
dctAb3528RBS30CDS20_5	0.0
recNb2616RBS30CDS20_37	0.0
baeSb2078RBS30CDS20_42	-1.3
dppCb3542RBS30CDS20_25	0.0
dppCb3542RBS30CDS20_40	-2.2
yhgNb3434RBS30CDS20_3	0.0
galKb0757RBS30CDS20_3	-0.7
galKb0757RBS30CDS20_17	0.0
rsxBb1628RBS30CDS20_45	0.0
sufDb1681RBS30CDS20_27	0.0
sufDb1681RBS30CDS20_34	-2.6
tatBb3838RBS30CDS20_6	0.0
yhbPb3154RBS30CDS20_7	0.0
yhbPb3154RBS30CDS20_8	0.0
yoaAb1808RBS30CDS20_24	0.0
yoaAb1808RBS30CDS20_37	-0.5
ydcAb1419RBS30CDS20_26	0.0
ydcAb1419RBS30CDS20_43	0.0
trxAb3781RBS30CDS20_5	-0.8
trxAb3781RBS30CDS20_16	0.0
mpaAb1326RBS30CDS20_1	-0.6
mpaAb1326RBS30CDS20_13	-0.3
yehUb2126RBS30CDS20_28	0.0
mlaEb3194RBS30CDS20_25	-0.9
ydfOb1549RBS30CDS20_3	0.0
ydfOb1549RBS30CDS20_34	0.0
yhhYb3441RBS30CDS20_29	-0.6
frvBb3899RBS30CDS20_28	-0.7
ykgLb0295RBS30CDS20_37	0.0
btuCb1711RBS30CDS20_4	-0.2
btuCb1711RBS30CDS20_25	-0.9
ispUb0174RBS30CDS20_9	0.0
glrKb2556RBS30CDS20_42	0.0
yoaEb1816RBS30CDS20_12	-3.2
yoaEb1816RBS30CDS20_46	0.0
ndhb1109RBS30CDS20_25	0.0
ykfMb4586RBS30CDS20_7	-0.1
ykfMb4586RBS30CDS20_10	-0.4
yhcHb3221RBS30CDS20_15	0.0
yhcHb3221RBS30CDS20_16	0.0
ygbNb2740RBS30CDS20_24	0.0
ndkb2518RBS30CDS20_25	0.0
mutYb2961RBS30CDS20_6	0.0
mutYb2961RBS30CDS20_25	0.0
yecNb1869RBS30CDS20_4	-0.6
yecNb1869RBS30CDS20_11	0.0
fumAb1612RBS30CDS20_4	0.0
fumAb1612RBS30CDS20_9	0.0
rplEb3308RBS30CDS20_34	0.0
rluAb0058RBS30CDS20_25	0.0
rluAb0058RBS30CDS20_34	0.0
glcCb2980RBS30CDS20_7	-1.6
glcCb2980RBS30CDS20_11	0.0
dcuAb4138RBS30CDS20_25	-4.7
yjbFb4027RBS30CDS20_13	-1.5
atoBb2224RBS30CDS20_8	0.0
entSb0591RBS30CDS20_48	0.0
cnub1625RBS30CDS20_25	0.0
cnub1625RBS30CDS20_43	0.0
astAb1747RBS30CDS20_19	0.0
astAb1747RBS30CDS20_24	-2.3
dbpAb1343RBS30CDS20_16	0.0
flgFb1077RBS30CDS20_34	-2.3
aroPb0112RBS30CDS20_14	-2.7
aroPb0112RBS30CDS20_37	-2.5
aceBb4014RBS30CDS20_11	0.0
aceBb4014RBS30CDS20_43	0.0
lptDb0054RBS30CDS20_4	0.0
yqgEb2948RBS30CDS20_9	-1.4
yqgEb2948RBS30CDS20_22	0.0
hfqb4172RBS30CDS20_40	0.0
hfqb4172RBS30CDS20_42	0.0
rplFb3305RBS30CDS20_25	-1.0
proAb0243RBS30CDS20_27	-1.4
proAb0243RBS30CDS20_46	-2.0
yfjDb4461RBS30CDS20_12	-3.7
yfjDb4461RBS30CDS20_34	-0.9
ygfTb2887RBS30CDS20_24	-0.2
frwDb3953RBS30CDS20_1	0.0
frwDb3953RBS30CDS20_16	0.0
yjdMb4108RBS30CDS20_5	-1.8
yjdMb4108RBS30CDS20_6	-1.5
proBb0242RBS30CDS20_7	0.0
yebQb1828RBS30CDS20_46	0.0
yfgGb2504RBS30CDS20_25	-0.3
yfgGb2504RBS30CDS20_40	0.0
yjdFb4121RBS30CDS20_11	-1.2
yjdFb4121RBS30CDS20_12	-1.2
yadHb0128RBS30CDS20_48	-1.1
tcdAb2812RBS30CDS20_9	0.0
tcdAb2812RBS30CDS20_26	0.0
yqiCb3042RBS30CDS20_8	-1.0
paaGb1394RBS30CDS20_12	0.0
paaGb1394RBS30CDS20_37	0.0
galMb0756RBS30CDS20_11	-0.7
emrBb2686RBS30CDS20_16	-1.2
ybiOb0808RBS30CDS20_36	-3.4
ybiOb0808RBS30CDS20_39	-0.6
galRb2837RBS30CDS20_14	0.0
galRb2837RBS30CDS20_15	0.0
yfbTb2293RBS30CDS20_16	-2.8
yfbTb2293RBS30CDS20_26	-0.3
perRb0254RBS30CDS20_9	-1.0
perRb0254RBS30CDS20_10	-1.0
chbAb1736RBS30CDS20_37	0.0
yigGb3818RBS30CDS20_2	-1.3
yeeNb1983RBS30CDS20_34	-2.3
yeeNb1983RBS30CDS20_35	-2.3
secDb0408RBS30CDS20_16	0.0
poxBb0871RBS30CDS20_2	0.0
poxBb0871RBS30CDS20_43	-2.2
torTb0994RBS30CDS20_9	-0.8
ygjRb3087RBS30CDS20_8	-3.6
ygjRb3087RBS30CDS20_22	-1.8
eutRb2437RBS30CDS20_7	-0.2
mdtIb1599RBS30CDS20_12	-1.3
mdtIb1599RBS30CDS20_24	-0.5
ydeMb1497RBS30CDS20_8	-0.8
ydeMb1497RBS30CDS20_11	-0.8
ldcCb0186RBS30CDS20_18	0.0
ldcCb0186RBS30CDS20_25	-2.9
dfpb3639RBS30CDS20_40	0.0
yeiBb2152RBS30CDS20_34	-0.5
ylaCb0458RBS30CDS20_24	0.0
paoCb0284RBS30CDS20_3	-0.7
paoCb0284RBS30CDS20_29	-3.9
yceGb1097RBS30CDS20_3	-0.7
wzyEb3793RBS30CDS20_15	-0.2
wzyEb3793RBS30CDS20_18	-3.0
mngBb0732RBS30CDS20_8	0.0
cysQb4214RBS30CDS20_6	-0.9
cysQb4214RBS30CDS20_26	-2.6
ymgCb1167RBS30CDS20_25	-0.3
yhfKb3358RBS30CDS20_26	-0.6
yhfKb3358RBS30CDS20_48	0.0
ycjOb1311RBS30CDS20_13	-2.7
ycjOb1311RBS30CDS20_26	0.0
ssuBb0933RBS30CDS20_1	0.0
ssuBb0933RBS30CDS20_2	0.0
fhuDb0152RBS30CDS20_11	0.0
sbcCb0397RBS30CDS20_9	-2.6
sbcCb0397RBS30CDS20_15	-0.2
hyfFb2486RBS30CDS20_10	0.0
glpDb3426RBS30CDS20_25	-1.3
glpDb3426RBS30CDS20_26	-1.5
rsmHb0082RBS30CDS20_37	0.0
thiCb3994RBS30CDS20_3	-0.9
thiCb3994RBS30CDS20_9	0.0
malIb1620RBS30CDS20_34	-2.9
cobUb1993RBS30CDS20_29	0.0
cobUb1993RBS30CDS20_43	-2.6
nemRb1649RBS30CDS20_5	-0.8
hemCb3805RBS30CDS20_4	0.0
yehMb2120RBS30CDS20_11	0.0
yehMb2120RBS30CDS20_15	-1.4
ogtb1335RBS30CDS20_6	-0.2
ogtb1335RBS30CDS20_30	-1.0
mrdBb0634RBS30CDS20_9	-0.8
mrdBb0634RBS30CDS20_22	-1.5
atpGb3733RBS30CDS20_7	0.0
atpGb3733RBS30CDS20_38	-3.7
yeaHb1784RBS30CDS20_26	0.0
yeaHb1784RBS30CDS20_39	-0.3
iscUb2529RBS30CDS20_34	0.0
modEb0761RBS30CDS20_37	0.0
phoHb1020RBS30CDS20_30	0.0
phoHb1020RBS30CDS20_34	0.0
murDb0088RBS30CDS20_34	0.0
murDb0088RBS30CDS20_47	-2.8
yghQb2983RBS30CDS20_34	0.0
yghQb2983RBS30CDS20_38	-2.3
ygbTb2755RBS30CDS20_7	0.0
ygbTb2755RBS30CDS20_39	-0.6
murGb0090RBS30CDS20_24	-2.5
murGb0090RBS30CDS20_44	-2.5
fldBb2895RBS30CDS20_4	-1.6
fldBb2895RBS30CDS20_40	0.0
tufBb3980RBS30CDS20_9	-1.4
ascBb2716RBS30CDS20_24	-0.8
fhuBb0153RBS30CDS20_15	0.0
elaBb2266RBS30CDS20_47	0.0
lolDb1117RBS30CDS20_4	-3.6
lolDb1117RBS30CDS20_13	0.0
yphGb2549RBS30CDS20_25	0.0
yphGb2549RBS30CDS20_26	0.0
yibIb3598RBS30CDS20_20	-0.6
yibIb3598RBS30CDS20_25	-1.3
aslBb3800RBS30CDS20_43	-4.5
cynSb0340RBS30CDS20_1	-0.5
cynSb0340RBS30CDS20_14	-1.5
yqjCb3097RBS30CDS20_6	0.0
bglJb4366RBS30CDS20_5	0.0
bglJb4366RBS30CDS20_24	0.0
queAb0405RBS30CDS20_1	-0.9
queAb0405RBS30CDS20_4	0.0
pyrBb4245RBS30CDS20_9	0.0
pyrBb4245RBS30CDS20_10	0.0
derb2511RBS30CDS20_43	-0.6
treBb4240RBS30CDS20_25	0.0
treBb4240RBS30CDS20_26	0.0
ebgRb3075RBS30CDS20_25	0.0
cbdAb0978RBS30CDS20_36	-2.8
gatBb2093RBS30CDS20_4	0.0
glnKb0450RBS30CDS20_1	-2.9
glnKb0450RBS30CDS20_7	-2.7
rpsRb4202RBS30CDS20_34	-1.0
hycGb2719RBS30CDS20_10	-0.1
wzzEb3785RBS30CDS20_25	0.0
psdb4160RBS30CDS20_18	-0.2
mliCb1639RBS30CDS20_3	-4.6
mliCb1639RBS30CDS20_12	0.0
guaCb0104RBS30CDS20_8	-1.1
guaCb0104RBS30CDS20_25	0.0
nprb3206RBS30CDS20_4	-3.4
ynfNb1551RBS30CDS20_26	0.0
yeaPb1794RBS30CDS20_8	-2.2
yeaPb1794RBS30CDS20_17	-0.8
hycCb2723RBS30CDS20_26	-0.7
cddb2143RBS30CDS20_4	0.0
cddb2143RBS30CDS20_5	0.0
hdhAb1619RBS30CDS20_25	-0.9
eamAb1533RBS30CDS20_26	0.0
eamAb1533RBS30CDS20_48	0.0
ytfEb4209RBS30CDS20_34	-0.8
yjjVb4378RBS30CDS20_4	-0.7
yjjVb4378RBS30CDS20_29	0.0
hslJb1379RBS30CDS20_26	0.0
yhbSb3156RBS30CDS20_6	0.0
yhbSb3156RBS30CDS20_24	-0.2
azuCb4663RBS30CDS20_2	0.0
iroKb4706RBS30CDS20_27	0.0
iroKb4706RBS30CDS20_40	0.0
narKb1223RBS30CDS20_25	-0.6
yfdEb2371RBS30CDS20_3	0.0
fkpBb0028RBS30CDS20_7	0.0
fkpBb0028RBS30CDS20_26	-1.4
rsxCb1629RBS30CDS20_19	-1.2
rsxCb1629RBS30CDS20_24	0.0
pntBb1602RBS30CDS20_8	0.0
pntBb1602RBS30CDS20_41	-1.7
ypdIb2376RBS30CDS20_10	0.0
yeiHb2158RBS30CDS20_12	0.0
yeiHb2158RBS30CDS20_27	-1.1
sanAb2144RBS30CDS20_11	-0.2
sanAb2144RBS30CDS20_26	-0.3
ybiWb0823RBS30CDS20_6	-0.7
ybiWb0823RBS30CDS20_12	-0.1
napCb2202RBS30CDS20_25	0.0
napCb2202RBS30CDS20_35	-0.2
yejFb2180RBS30CDS20_12	-0.2
yejFb2180RBS30CDS20_24	-0.4
tdcCb3116RBS30CDS20_28	-0.3
yfaAb2230RBS30CDS20_28	0.0
prpCb0333RBS30CDS20_1	0.0
prpCb0333RBS30CDS20_25	0.0
yohFb2137RBS30CDS20_34	-0.3
yohFb2137RBS30CDS20_40	-0.1
fucUb2804RBS30CDS20_6	0.0
hslOb3401RBS30CDS20_13	0.0
lpxKb0915RBS30CDS20_27	-0.3
lpxKb0915RBS30CDS20_48	0.0
fruAb2167RBS30CDS20_3	-0.1
fruAb2167RBS30CDS20_26	-1.5
yifLb4558RBS30CDS20_26	0.0
pstCb3727RBS30CDS20_34	-0.7
sfmFb0534RBS30CDS20_27	-0.1
uspDb3923RBS30CDS20_34	-0.9
yigLb3826RBS30CDS20_40	0.0
tdcEb3114RBS30CDS20_37	-1.8
yhjJb3527RBS30CDS20_6	0.0
yhjJb3527RBS30CDS20_38	-0.2
yjdJb4127RBS30CDS20_7	0.0
yjdJb4127RBS30CDS20_47	0.0
yggWb2955RBS30CDS20_34	-0.6
ppkb2501RBS30CDS20_2	0.0
ppkb2501RBS30CDS20_35	0.0
folXb2303RBS30CDS20_4	-1.0
napGb2205RBS30CDS20_26	-0.7
pdxJb2564RBS30CDS20_24	-0.5
yhfGb3362RBS30CDS20_24	-0.8
mdaBb3028RBS30CDS20_16	0.0
yfdPb2359RBS30CDS20_34	0.0
yfeHb2410RBS30CDS20_9	0.0
flgAb1072RBS30CDS20_24	-1.1
flgAb1072RBS30CDS20_25	-1.1
clpPb0437RBS30CDS20_18	-1.9
clpPb0437RBS30CDS20_28	0.0
yebEb1846RBS30CDS20_34	-0.3
yebEb1846RBS30CDS20_42	-1.5
yjjIb4380RBS30CDS20_7	0.0
astCb1748RBS30CDS20_25	0.0
citDb0617RBS30CDS20_9	0.0
citDb0617RBS30CDS20_24	0.0
talBb0008RBS30CDS20_37	0.0
rpsIb3230RBS30CDS20_28	-0.6
rpsIb3230RBS30CDS20_34	0.0
murEb0085RBS30CDS20_25	0.0
murEb0085RBS30CDS20_34	0.0
clpBb2592RBS30CDS20_14	0.0
clpBb2592RBS30CDS20_40	0.0
folPb3177RBS30CDS20_17	0.0
nuoJb2280RBS30CDS20_27	-1.8
nuoJb2280RBS30CDS20_28	-1.8
truCb2791RBS30CDS20_37	-0.1
yaiSb0364RBS30CDS20_34	-0.8
yaiSb0364RBS30CDS20_40	-0.4
mppAb1329RBS30CDS20_24	-0.7
yhaIb3104RBS30CDS20_39	-0.4
yedRb1963RBS30CDS20_26	0.0
yedRb1963RBS30CDS20_34	-0.7
chiQb0682RBS30CDS20_5	-0.6
rsxAb1627RBS30CDS20_24	0.0
yihMb3873RBS30CDS20_24	0.0
yihMb3873RBS30CDS20_34	0.0
rlmFb0807RBS30CDS20_9	0.0
norVb2710RBS30CDS20_43	-1.0
tdcAb3118RBS30CDS20_1	0.0
tdcAb3118RBS30CDS20_25	-0.1
csgBb1041RBS30CDS20_12	-1.4
csgBb1041RBS30CDS20_18	0.0
dhaLb1199RBS30CDS20_1	0.0
ydhKb1645RBS30CDS20_6	-0.6
ydhKb1645RBS30CDS20_18	-0.3
menCb2261RBS30CDS20_26	-3.6
yihQb3878RBS30CDS20_34	-1.0
dosPb1489RBS30CDS20_12	0.0
dosPb1489RBS30CDS20_25	-1.9
pncAb1768RBS30CDS20_9	0.0
yncJb1436RBS30CDS20_26	0.0
yncJb1436RBS30CDS20_43	-0.5
fecBb4290RBS30CDS20_6	-0.6
fecBb4290RBS30CDS20_37	0.0
panMb3459RBS30CDS20_24	-2.3
yodCb1957RBS30CDS20_25	-0.4
yodCb1957RBS30CDS20_43	-4.8
hofPb3392RBS30CDS20_36	-0.5
hofPb3392RBS30CDS20_48	-1.8
queFb2794RBS30CDS20_24	0.0
yfcLb2325RBS30CDS20_6	0.0
yfcLb2325RBS30CDS20_40	0.0
kdgTb3909RBS30CDS20_15	0.0
kdgTb3909RBS30CDS20_28	-2.8
ybbYb0513RBS30CDS20_14	0.0
mraYb0087RBS30CDS20_46	-0.9
ydbCb1406RBS30CDS20_25	-1.2
ydbCb1406RBS30CDS20_26	-1.2
sgcCb4304RBS30CDS20_26	0.0
cysJb2764RBS30CDS20_43	0.0
glmSb3729RBS30CDS20_38	0.0
glmSb3729RBS30CDS20_47	0.0
glpTb2240RBS30CDS20_9	-4.1
glpTb2240RBS30CDS20_16	0.0
plaPb2014RBS30CDS20_13	-0.9
paaFb1393RBS30CDS20_25	-0.8
paaFb1393RBS30CDS20_29	-1.9
marCb1529RBS30CDS20_4	-0.1
marCb1529RBS30CDS20_25	0.0
yohKb2142RBS30CDS20_37	-0.1
mdtFb3514RBS30CDS20_34	0.0
insAb4294RBS30CDS20_34	0.0
sfmZb0535RBS30CDS20_46	-1.3
yehSb2124RBS30CDS20_8	-3.4
yehSb2124RBS30CDS20_26	0.0
seqAb0687RBS30CDS20_24	-0.6
ydgKb1626RBS30CDS20_2	0.0
dacDb2010RBS30CDS20_16	0.0
yjhBb4279RBS30CDS20_34	0.0
cusSb0570RBS30CDS20_24	-7.3
cusSb0570RBS30CDS20_34	-0.3
yjjNb4358RBS30CDS20_24	-1.1
wbbIb2034RBS30CDS20_12	0.0
cysDb2752RBS30CDS20_28	-1.2
cysDb2752RBS30CDS20_34	0.0
rpsMb3298RBS30CDS20_34	-0.5
epmCb2326RBS30CDS20_7	-0.3
ivyb0220RBS30CDS20_8	0.0
ivyb0220RBS30CDS20_39	0.0
ypfMb4606RBS30CDS20_7	0.0
ypfMb4606RBS30CDS20_25	0.0
nrfGb4076RBS30CDS20_7	-0.1
yeeTb2003RBS30CDS20_26	-2.3
yajOb0419RBS30CDS20_26	0.0
entHb0597RBS30CDS20_39	-0.7
idib2889RBS30CDS20_40	-0.1
pgpCb2560RBS30CDS20_16	0.0
pgpCb2560RBS30CDS20_29	-1.3
ravAb3746RBS30CDS20_21	-1.3
ravAb3746RBS30CDS20_34	0.0
yneMb4599RBS30CDS20_12	-1.8
yneMb4599RBS30CDS20_38	-2.0
yfgMb2513RBS30CDS20_34	0.0
flhAb1879RBS30CDS20_24	-2.2
flhAb1879RBS30CDS20_43	0.0
msrBb1778RBS30CDS20_34	0.0
yjeJb4145RBS30CDS20_26	-0.4
yjeJb4145RBS30CDS20_34	-3.7
ybbPb0496RBS30CDS20_26	-0.8
ybbPb0496RBS30CDS20_45	-2.6
ycjQb1313RBS30CDS20_6	0.0
kdpBb0697RBS30CDS20_4	0.0
trxBb0888RBS30CDS20_11	0.0
trxBb0888RBS30CDS20_24	-0.1
yedIb1958RBS30CDS20_28	0.0
yedIb1958RBS30CDS20_29	0.0
miaBb0661RBS30CDS20_2	-2.4
dnaQb0215RBS30CDS20_26	0.0
bcsZb3531RBS30CDS20_9	0.0
bcsZb3531RBS30CDS20_10	0.0
yieHb3715RBS30CDS20_39	-0.7
pspCb1306RBS30CDS20_34	-1.6
pspCb1306RBS30CDS20_38	0.0
rseCb2570RBS30CDS20_45	0.0
rseCb2570RBS30CDS20_46	0.0
yfeAb2395RBS30CDS20_5	0.0
yfeAb2395RBS30CDS20_7	0.0
yciAb1253RBS30CDS20_11	-1.1
alsEb4085RBS30CDS20_2	-0.6
ybiRb0818RBS30CDS20_12	0.0
ybiRb0818RBS30CDS20_13	0.0
ytfIb4215RBS30CDS20_42	-0.8
rpoAb3295RBS30CDS20_25	0.0
ymgEb1195RBS30CDS20_34	0.0
ymgEb1195RBS30CDS20_35	0.0
potCb1124RBS30CDS20_38	0.0
ycgVb1202RBS30CDS20_24	-1.6
ycgVb1202RBS30CDS20_34	-2.8
bamAb0177RBS30CDS20_34	0.0
yoaHb1811RBS30CDS20_41	0.0
fmtb3288RBS30CDS20_6	-0.4
fmtb3288RBS30CDS20_7	-0.4
ynjCb1755RBS30CDS20_34	0.0
ynjCb1755RBS30CDS20_48	-3.0
sthAb3962RBS30CDS20_24	0.0
sthAb3962RBS30CDS20_25	0.0
fadKb1701RBS30CDS20_4	0.0
fadKb1701RBS30CDS20_26	0.0
gnsAb4517RBS30CDS20_15	0.0
gnsAb4517RBS30CDS20_24	-2.8
yhjDb3522RBS30CDS20_6	0.0
yhjDb3522RBS30CDS20_30	0.0
gudXb2788RBS30CDS20_12	-1.1
